Symbol,Year,Month,Day,Open,High,Low,Volume,Market Cap,Volatility25,SMA25,EMA25,ATR25,RSI25,Close,NextClose
btc,2024,5,28,69377.71,69469.69,67284.99,104610415892.73,1345253913901.31,3308.8,65608.01,66629.93,2211.04,58.65,68397.44,67665.53
btc,2024,5,29,68398.42,68917.38,67172.01,100941705870.15,1339429081861.65,3313.04,65759.43,66709.59,2207.77,55.92,67665.53,68375.98
btc,2024,5,30,67575.28,69472.55,67191.52,99654420792.42,1343777230166.58,3332.71,65932.87,66837.77,2240.26,56.66,68375.98,67576.21
btc,2024,5,31,68352.12,68894.35,66741.31,99878780775.0,1340010675163.26,3297.84,66108.03,66894.57,2228.2,56.74,67576.21,67747.95
btc,2024,6,1,67545.59,67865.07,67467.77,92032958380.85,1333965874339.88,3218.82,66322.73,66960.22,2162.88,58.43,67747.95,67781.47
btc,2024,6,2,67766.88,68429.33,67399.94,81799035674.69,1336549079510.65,3048.41,66585.19,67023.39,2124.43,60.68,67781.47,68808.7
btc,2024,6,3,67779.94,70212.93,67634.05,97398272823.33,1358888276436.89,2990.23,66813.14,67160.72,2123.43,59.54,68808.7,70599.0
btc,2024,6,4,68809.87,71020.04,68633.19,104654845182.98,1371599959992.64,2814.02,67201.58,67425.21,2093.1,66.5,70599.0,71131.93
btc,2024,6,5,70537.85,71696.85,70443.46,111311224610.05,1399930475342.6,2582.24,67615.48,67710.34,2109.96,67.33,71131.93,70783.1
btc,2024,6,6,71087.06,71603.24,70330.65,102877542640.22,1399125828326.36,2326.16,67984.81,67946.7,2117.88,65.68,70783.1,69375.8
btc,2024,6,7,70799.08,71968.03,68728.21,106092074580.18,1392124871309.08,2086.16,68243.16,68056.64,2145.63,60.95,69375.8,69316.65
btc,2024,6,8,69355.62,69582.23,69224.59,103610754573.21,1367427987313.88,1569.5,68551.73,68153.56,2084.12,63.66,69316.65,69657.34
btc,2024,6,9,69310.52,69850.12,69169.97,83310044389.58,1368597583239.22,1507.87,68688.12,68269.23,1911.9,57.13,69657.34,69519.27
btc,2024,6,10,69648.18,70160.0,69258.75,87451861112.74,1371123086722.41,1333.99,68858.89,68365.39,1870.62,59.26,69519.27,67345.04
btc,2024,6,11,69540.15,69580.24,66193.56,104796038194.82,1330334787420.33,1315.86,68872.53,68286.9,1916.34,50.73,67345.04,68270.22
btc,2024,6,12,67314.24,69980.04,66960.38,107347892439.03,1343572403474.81,1258.49,68926.76,68285.62,2007.67,52.79,68270.22,66771.55
btc,2024,6,13,68263.95,68393.59,66436.08,111573193221.81,1327430504493.68,1224.64,68943.74,68169.15,2022.25,50.84,66771.55,66052.46
btc,2024,6,14,66772.99,67343.12,65117.84,98995504258.58,1310523862820.83,1242.96,68729.11,68006.33,1898.58,37.16,66052.46,66198.06
btc,2024,6,15,65992.06,66441.35,65916.0,91215626049.65,1304545675023.7,1306.77,68572.86,67867.23,1820.69,40.1,66198.06,66661.05
btc,2024,6,16,66228.19,66964.66,66064.03,76461375993.26,1309077955189.54,1353.24,68470.3,67774.45,1794.66,43.36,66661.05,66491.14
